Kennziffer;Raumeinheit;Aggregat;Kaufkraft;Kaufkraft;Kaufkraft;Kaufkraft
"12073309";"Hohenselchow-Groß Pinnow";"Gemeinden";"18.278,82";"20.573,63";"22.670,12";"26.317,47"
"12073384";"Lychen, Stadt";"Gemeinden";"17.044,57";"19.587,08";"21.833,96";"25.193,91"
"12073393";"Mescherin";"Gemeinden";"17.634,86";"19.654,65";"21.237,15";"24.851,98"
"12073396";"Milmersdorf";"Gemeinden";"17.946,07";"20.540,65";"22.806,70";"26.247,03"
"12073404";"Mittenwalde";"Gemeinden";"16.303,78";"18.786,28";"20.801,23";"24.369,86"
"12073429";"Nordwestuckermark";"Gemeinden";"18.392,82";"21.052,70";"23.545,73";"27.298,55"
"12073430";"Oberuckersee";"Gemeinden";"18.489,71";"21.319,47";"23.695,42";"27.359,71"
"12073440";"Pinnow";"Gemeinden";"16.289,68";"18.682,51";"20.870,51";"24.191,52"
"12073452";"Prenzlau, Stadt";"Gemeinden";"17.982,23";"20.293,70";"22.218,14";"25.674,39"
"12073458";"Randowtal";"Gemeinden";"16.463,96";"19.145,96";"21.189,25";"24.321,02"
"12073490";"Schenkenberg";"Gemeinden";"18.107,75";"20.464,02";"22.841,18";"26.160,03"
"12073520";"Schönfeld";"Gemeinden";"15.787,95";"18.052,61";"20.300,51";"23.427,85"
"12073532";"Schwedt/Oder, Stadt";"Gemeinden";"19.803,54";"22.450,30";"24.592,05";"28.937,86"
"12073565";"Tantow";"Gemeinden";"17.450,81";"20.093,73";"21.784,10";"25.133,87"
"12073569";"Temmen-Ringenwalde";"Gemeinden";"17.167,19";"19.709,86";"21.538,33";"24.924,02"
"12073572";"Templin, Stadt";"Gemeinden";"17.944,84";"20.493,19";"22.645,70";"26.173,78"
"12073578";"Uckerfelde";"Gemeinden";"18.518,12";"21.107,63";"23.168,82";"26.913,62"
"12073579";"Uckerland";"Gemeinden";"17.252,08";"19.739,41";"22.023,25";"25.669,11"
"12073645";"Zichow";"Gemeinden";"17.060,47";"19.014,80";"21.282,66";"25.128,41"
"13003000";"Rostock, Hanse- und Universitätsstadt";"Gemeinden";"18.941,81";"21.214,65";"22.896,79";"26.605,71"
"13004000";"Schwerin, Landeshauptstadt";"Gemeinden";"20.119,59";"22.611,07";"24.253,07";"28.285,14"
"13071001";"Alt Schwerin";"Gemeinden";"17.825,81";"20.292,15";"22.539,61";"26.083,38"
"13071002";"Altenhagen";"Gemeinden";"16.734,64";"18.951,20";"21.105,14";"24.394,35"
"13071003";"Altenhof";"Gemeinden";"16.403,07";"18.277,95";"20.129,57";"23.131,92"
"13071004";"Altentreptow, Stadt";"Gemeinden";"18.222,24";"20.916,34";"22.971,15";"26.760,12"
"13071005";"Ankershagen, Schliemanngemeinde";"Gemeinden";"17.115,50";"19.628,62";"21.701,63";"25.495,82"
"13071006";"Bartow";"Gemeinden";"16.496,85";"18.654,99";"20.746,83";"24.075,27"
"13071007";"Basedow";"Gemeinden";"17.168,46";"19.712,40";"22.283,33";"25.910,99"
"13071008";"Beggerow";"Gemeinden";"15.799,16";"17.950,13";"19.875,85";"23.484,81"
"13071009";"Beseritz";"Gemeinden";"15.974,81";"18.287,05";"20.465,39";"23.708,76"
"13071010";"Blankenhof";"Gemeinden";"18.539,62";"21.075,21";"23.652,69";"27.495,80"
"13071011";"Blankensee";"Gemeinden";"17.793,60";"20.296,83";"22.742,85";"26.807,05"
"13071012";"Blumenholz";"Gemeinden";"21.202,26";"23.929,42";"25.950,66";"30.244,36"
"13071013";"Bollewick";"Gemeinden";"17.955,75";"20.495,99";"22.730,37";"26.626,27"
"13071014";"Borrentin";"Gemeinden";"16.154,02";"18.797,85";"21.044,90";"24.810,79"
"13071015";"Bredenfelde";"Gemeinden";"16.730,03";"18.996,19";"20.798,54";"24.142,68"
"13071016";"Breesen";"Gemeinden";"16.209,18";"18.769,34";"20.870,31";"24.696,01"
"13071017";"Breest";"Gemeinden";"16.762,54";"19.256,46";"21.431,74";"25.216,20"
"13071018";"Briggow";"Gemeinden";"18.405,31";"21.285,45";"23.491,95";"27.850,95"
"13071019";"Brunn";"Gemeinden";"15.695,43";"18.043,81";"20.262,34";"23.404,61"
"13071020";"Buchholz";"Gemeinden";"18.644,64";"21.611,09";"24.357,29";"27.553,91"
"13071021";"Burg Stargard, Stadt";"Gemeinden";"19.398,69";"22.448,41";"24.747,10";"28.599,73"
"13071022";"Burow";"Gemeinden";"18.099,63";"20.338,58";"22.175,44";"25.850,42"
"13071023";"Bütow";"Gemeinden";"16.022,69";"18.059,37";"20.237,17";"23.786,72"
"13071025";"Carpin";"Gemeinden";"17.892,05";"20.582,05";"22.659,50";"26.358,42"
"13071026";"Cölpin";"Gemeinden";"17.477,03";"20.063,78";"22.249,99";"26.100,00"
"13071027";"Dargun, Stadt";"Gemeinden";"17.521,39";"20.091,07";"22.314,55";"26.180,16"
"13071028";"Datzetal";"Gemeinden";"17.480,62";"20.001,67";"22.342,96";"26.131,97"
"13071029";"Demmin, Hansestadt";"Gemeinden";"17.946,60";"20.383,71";"22.476,92";"26.105,82"
"13071032";"Faulenrost";"Gemeinden";"17.602,69";"20.361,19";"22.614,65";"26.162,76"
"13071033";"Feldberger Seenlandschaft";"Gemeinden";"17.802,28";"20.510,08";"22.765,49";"26.858,45"
"13071034";"Fincken";"Gemeinden";"16.180,17";"18.157,28";"19.890,78";"23.304,11"
"13071035";"Friedland, Stadt";"Gemeinden";"17.047,08";"19.521,17";"21.559,91";"24.900,80"
"13071036";"Fünfseen";"Gemeinden";"17.961,63";"20.710,14";"22.864,90";"26.848,81"
"13071037";"Galenbeck";"Gemeinden";"16.643,31";"19.180,01";"21.420,18";"25.029,86"
"13071039";"Gielow";"Gemeinden";"16.969,09";"19.250,56";"21.636,77";"24.808,30"
"13071041";"Gnevkow";"Gemeinden";"17.680,58";"20.093,21";"21.852,48";"25.449,13"
"13071042";"Godendorf";"Gemeinden";"19.059,62";"21.423,30";"24.201,64";"27.785,35"
"13071043";"Göhren-Lebbin";"Gemeinden";"17.856,85";"20.233,01";"21.297,37";"36.019,01"
"13071044";"Golchen";"Gemeinden";"19.218,98";"21.419,16";"23.336,46";"26.878,36"
"13071045";"Gotthun";"Gemeinden";"17.044,19";"19.498,75";"21.491,26";"25.252,55"
"13071047";"Grabowhöfe";"Gemeinden";"15.861,41";"18.122,75";"19.753,18";"23.156,43"
"13071048";"Grammentin";"Gemeinden";"18.140,06";"20.871,69";"22.971,60";"26.758,18"
"13071049";"Grapzow";"Gemeinden";"16.460,51";"19.391,60";"21.131,36";"24.677,52"
"13071050";"Grischow";"Gemeinden";"14.345,36";"16.572,63";"18.892,68";"21.939,03"
"13071053";"Groß Kelle";"Gemeinden";"16.684,71";"18.785,57";"20.418,19";"23.786,14"
"13071054";"Groß Miltzow";"Gemeinden";"15.866,45";"18.349,48";"21.750,04";"25.478,40"
"13071055";"Groß Nemerow";"Gemeinden";"20.111,87";"22.828,07";"25.310,80";"29.881,15"
"13071056";"Groß Plasten";"Gemeinden";"16.006,35";"18.473,92";"20.435,39";"23.604,02"
"13071057";"Groß Teetzleben";"Gemeinden";"17.473,35";"19.986,07";"22.282,31";"26.118,82"
"13071058";"Grünow";"Gemeinden";"16.020,33";"18.577,00";"20.895,16";"24.598,39"
"13071059";"Gültz";"Gemeinden";"16.457,64";"18.506,65";"20.683,54";"24.236,26"
"13071060";"Gülzow";"Gemeinden";"15.440,19";"17.725,48";"19.201,14";"22.354,41"
"13071063";"Hohen Wangelin";"Gemeinden";"17.119,89";"19.376,86";"21.146,42";"24.648,55"
"13071064";"Hohenbollentin";"Gemeinden";"21.152,99";"23.996,19";"26.180,26";"30.434,05"
"13071065";"Hohenmocker";"Gemeinden";"16.096,79";"18.563,50";"20.916,45";"23.924,05"
"13071066";"Hohenzieritz";"Gemeinden";"16.693,05";"18.940,59";"20.999,30";"24.661,94"
"13071067";"Holldorf";"Gemeinden";"19.877,67";"22.569,80";"24.953,95";"29.002,32"
"13071068";"Ivenack";"Gemeinden";"15.437,01";"17.946,24";"19.714,99";"22.740,72"
"13071069";"Jabel";"Gemeinden";"17.026,19";"19.975,32";"22.359,38";"25.755,26"
"13071070";"Jürgenstorf";"Gemeinden";"14.691,84";"17.042,08";"18.936,01";"22.026,66"
"13071071";"Kargow";"Gemeinden";"17.607,26";"19.787,24";"21.972,36";"24.973,88"
"13071072";"Kentzlin";"Gemeinden";"18.743,56";"21.729,26";"23.248,32";"27.634,21"
"13071073";"Kieve";"Gemeinden";"17.713,02";"20.360,67";"22.191,82";"25.691,17"
"13071074";"Kittendorf";"Gemeinden";"17.386,23";"19.540,88";"21.703,18";"24.971,56"
"13071075";"Klein Vielen";"Gemeinden";"18.198,51";"20.799,87";"22.708,84";"26.863,29"
"13071076";"Kletzin";"Gemeinden";"17.236,34";"20.000,38";"22.402,34";"25.895,16"
"13071077";"Klink";"Gemeinden";"18.944,56";"21.562,19";"23.746,70";"27.823,87"
"13071078";"Klocksin";"Gemeinden";"16.302,53";"18.531,94";"20.415,48";"23.880,44"
"13071079";"Knorrendorf";"Gemeinden";"16.656,96";"19.361,45";"21.328,51";"24.713,61"
"13071080";"Kratzeburg";"Gemeinden";"18.195,52";"20.882,07";"23.077,64";"27.342,27"
"13071081";"Kriesow";"Gemeinden";"15.990,21";"18.047,51";"20.105,10";"24.138,30"
"13071083";"Kublank";"Gemeinden";"16.273,21";"18.619,29";"21.033,74";"25.404,13"
"13071084";"Kummerow, Seegemeinde";"Gemeinden";"16.948,81";"19.517,40";"21.534,63";"25.203,76"
"13071087";"Lärz";"Gemeinden";"17.236,58";"19.385,84";"21.807,43";"25.018,87"
"13071088";"Leizen";"Gemeinden";"16.304,00";"18.867,68";"21.067,41";"25.011,62"
"13071089";"Lindenberg";"Gemeinden";"17.209,55";"19.591,69";"22.175,85";"25.738,42"
"13071090";"Lindetal";"Gemeinden";"17.362,61";"19.974,18";"22.301,29";"25.965,37"
"13071092";"Malchin, Stadt";"Gemeinden";"18.355,47";"21.017,81";"23.116,78";"26.821,34"
"13071093";"Malchow, Inselstadt";"Gemeinden";"17.944,87";"20.500,43";"22.447,20";"26.172,71"
"13071096";"Meesiger";"Gemeinden";"16.318,23";"18.539,68";"20.995,52";"23.768,59"
"13071097";"Melz";"Gemeinden";"17.752,78";"20.022,75";"22.707,86";"26.561,01"
"13071099";"Mirow, Stadt";"Gemeinden";"18.671,54";"21.284,30";"23.205,89";"27.400,00"
"13071100";"Möllenbeck";"Gemeinden";"16.967,32";"19.835,46";"21.883,30";"25.336,93"
"13071101";"Möllenhagen";"Gemeinden";"16.460,44";"18.870,37";"20.847,10";"24.347,13"
"13071102";"Mölln";"Gemeinden";"16.621,54";"18.988,48";"20.935,97";"24.409,24"
"13071103";"Moltzow";"Gemeinden";"16.812,51";"19.589,18";"22.029,25";"25.369,97"
"13071104";"Neddemin";"Gemeinden";"18.955,06";"21.031,61";"23.791,51";"28.072,48"
"13071105";"Neetzka";"Gemeinden";"18.066,55";"19.488,60";"20.717,94";"24.142,97"
"13071107";"Neubrandenburg, Vier-Tore-Stadt";"Gemeinden";"19.598,82";"21.770,94";"23.563,42";"27.232,53"
"13071108";"Neuenkirchen";"Gemeinden";"19.319,63";"22.172,05";"24.421,19";"28.553,49"
"13071109";"Neukalen, Peenestadt";"Gemeinden";"16.963,75";"19.449,52";"21.889,41";"25.375,71"
"13071110";"Neustrelitz, Residenzstadt";"Gemeinden";"19.092,65";"21.659,46";"23.733,66";"27.696,62"
"13071111";"Neverin";"Gemeinden";"19.637,97";"22.398,16";"24.921,74";"29.155,81"
"13071112";"Nossendorf";"Gemeinden";"16.106,90";"18.849,18";"21.149,27";"24.575,21"
"13071113";"Nossentiner Hütte";"Gemeinden";"17.385,94";"20.566,64";"22.236,59";"25.985,30"
"13071114";"Penkow";"Gemeinden";"16.351,79";"18.542,21";"20.197,63";"0,00"
"13071115";"Penzlin, Stadt";"Gemeinden";"17.634,85";"20.270,69";"22.484,01";"26.362,96"
"13071117";"Pragsdorf";"Gemeinden";"18.270,12";"20.715,37";"22.322,85";"26.383,86"
"13071118";"Priborn";"Gemeinden";"16.799,07";"18.911,25";"20.792,27";"23.999,78"
"13071119";"Priepert";"Gemeinden";"18.087,45";"20.917,33";"23.027,17";"26.997,23"
"13071120";"Pripsleben";"Gemeinden";"14.514,60";"16.630,88";"18.430,77";"21.771,20"
"13071122";"Rechlin";"Gemeinden";"17.848,41";"20.390,12";"22.274,65";"26.210,96"
"13071123";"Ritzerow";"Gemeinden";"15.816,72";"18.327,88";"20.180,52";"23.449,37"
"13071124";"Röbel/Müritz, Stadt";"Gemeinden";"18.855,49";"21.206,94";"23.100,33";"26.855,72"
"13071125";"Röckwitz";"Gemeinden";"17.652,23";"20.037,07";"22.004,95";"25.562,20"
"13071127";"Rosenow";"Gemeinden";"17.600,09";"20.319,90";"22.430,57";"26.445,11"
"13071128";"Sarow";"Gemeinden";"15.681,53";"18.429,62";"20.566,88";"24.142,26"
"13071130";"Schönbeck";"Gemeinden";"18.259,93";"21.018,79";"22.885,02";"26.888,74"
"13071131";"Schönfeld";"Gemeinden";"17.082,03";"19.222,01";"20.792,19";"24.425,04"
"13071132";"Schönhausen";"Gemeinden";"16.526,52";"18.644,76";"20.533,86";"24.018,87"
"13071133";"Schwarz";"Gemeinden";"17.691,84";"20.348,74";"22.051,15";"25.475,36"
"13071135";"Siedenbollentin";"Gemeinden";"16.500,65";"19.126,01";"21.808,37";"25.467,60"
"13071136";"Siedenbrünzow";"Gemeinden";"15.412,87";"18.308,57";"20.381,49";"23.467,19"
"13071137";"Sietow";"Gemeinden";"17.596,49";"19.943,69";"22.491,74";"26.250,78"
"13071138";"Silz";"Gemeinden";"18.611,53";"21.368,85";"23.474,50";"27.098,21"
"13071139";"Sommersdorf";"Gemeinden";"16.480,68";"19.078,59";"21.374,43";"24.909,62"
"13071140";"Sponholz";"Gemeinden";"18.165,33";"20.568,80";"22.447,18";"26.128,90"
"13071141";"Staven";"Gemeinden";"17.304,84";"19.653,35";"21.542,77";"24.741,29"
"13071142";"Stavenhagen, Reuterstadt, Stadt";"Gemeinden";"17.443,43";"19.863,00";"22.004,68";"25.343,94"
"13071143";"Stuer";"Gemeinden";"15.929,52";"18.679,15";"20.819,58";"24.517,89"
"13071144";"Torgelow am See";"Gemeinden";"17.333,44";"19.885,27";"22.010,14";"25.936,20"
"13071145";"Trollenhagen";"Gemeinden";"18.312,01";"21.011,15";"23.805,04";"27.950,61"
"13071146";"Tützpatz";"Gemeinden";"17.938,18";"20.307,19";"22.372,33";"26.421,15"
"13071147";"Userin";"Gemeinden";"18.362,08";"20.748,60";"23.696,30";"27.727,10"
"13071148";"Utzedel";"Gemeinden";"16.425,51";"18.714,14";"20.785,11";"23.835,85"
"13071150";"Verchen";"Gemeinden";"17.703,91";"20.073,38";"22.469,00";"25.991,61"
"13071153";"Voigtsdorf";"Gemeinden";"19.426,89";"21.249,55";"23.518,15";"27.439,05"
"13071154";"Vollrathsruhe";"Gemeinden";"15.910,23";"17.975,03";"19.965,77";"23.787,63"
"13071155";"Walow";"Gemeinden";"16.595,94";"19.343,54";"21.557,01";"25.940,83"
"13071156";"Waren (Müritz), Stadt";"Gemeinden";"19.831,02";"22.367,17";"24.177,25";"28.166,75"
"13071157";"Warrenzin";"Gemeinden";"17.063,56";"19.510,25";"21.820,18";"25.088,65"
"13071158";"Werder";"Gemeinden";"16.575,17";"19.042,68";"21.124,58";"24.616,97"
"13071159";"Wesenberg, Stadt";"Gemeinden";"17.772,57";"20.544,26";"22.800,73";"26.821,25"
"13071160";"Wildberg";"Gemeinden";"16.179,84";"18.586,64";"20.717,29";"24.005,42"
"13071161";"Woggersin";"Gemeinden";"19.567,68";"22.977,89";"26.140,40";"30.378,16"
"13071162";"Wokuhl-Dabelow";"Gemeinden";"18.327,72";"20.800,59";"23.139,31";"26.820,73"
"13071163";"Wolde";"Gemeinden";"17.271,73";"19.829,65";"22.135,97";"25.683,33"
"13071164";"Woldegk, Windmühlenstadt";"Gemeinden";"17.476,44";"19.955,40";"22.074,66";"25.438,90"
"13071166";"Wulkenzin";"Gemeinden";"20.150,81";"23.570,93";"25.831,30";"30.235,38"
"13071167";"Wustrow";"Gemeinden";"18.021,51";"20.327,84";"22.437,46";"26.322,43"
"13071169";"Zettemin";"Gemeinden";"16.222,35";"18.200,82";"20.149,87";"23.805,09"
"13071170";"Zirzow";"Gemeinden";"17.576,16";"19.805,22";"21.732,35";"25.355,90"
"13071171";"Zislow";"Gemeinden";"21.536,81";"23.403,40";"25.372,79";"30.086,03"
"13071172";"Peenehagen";"Gemeinden";"16.572,22";"18.931,26";"20.873,83";"24.464,91"
"13071173";"Kuckssee";"Gemeinden";"17.287,39";"19.664,65";"22.057,62";"25.722,03"
"13071174";"Schloen-Dratow";"Gemeinden";"16.109,25";"18.452,55";"20.348,84";"23.471,42"
"13071175";"Eldetal";"Gemeinden";"17.236,33";"19.248,66";"21.167,94";"24.822,72"
"13071176";"Südmüritz";"Gemeinden";"17.402,35";"19.700,35";"21.227,58";"24.817,48"
"13072001";"Admannshagen-Bargeshagen";"Gemeinden";"21.108,98";"24.401,18";"26.886,60";"31.163,10"
"13072002";"Alt Bukow";"Gemeinden";"15.181,77";"17.401,52";"19.218,19";"22.063,03"
"13072003";"Alt Sührkow";"Gemeinden";"16.706,58";"18.940,15";"20.760,77";"24.254,61"
"13072004";"Altkalen";"Gemeinden";"15.665,40";"18.155,83";"20.286,96";"23.450,58"
"13072005";"Am Salzhaff";"Gemeinden";"18.468,96";"20.793,56";"23.345,13";"26.570,36"
"13072006";"Bad Doberan, Stadt";"Gemeinden";"20.310,27";"22.907,37";"24.759,03";"28.801,19"
"13072007";"Bartenshagen-Parkentin";"Gemeinden";"20.546,56";"23.703,05";"26.188,99";"30.744,21"
"13072008";"Bastorf";"Gemeinden";"17.268,63";"19.837,21";"22.034,53";"25.306,06"
"13072009";"Baumgarten";"Gemeinden";"16.568,73";"19.589,21";"21.381,94";"24.822,45"
"13072010";"Behren-Lübchin";"Gemeinden";"15.733,83";"18.267,25";"20.559,34";"24.141,26"
"13072011";"Benitz";"Gemeinden";"17.995,44";"20.746,92";"22.805,30";"26.759,16"
"13072012";"Bentwisch";"Gemeinden";"19.207,20";"22.079,85";"24.706,15";"28.370,64"
"13072013";"Bernitt";"Gemeinden";"16.177,98";"18.703,84";"20.720,55";"23.922,13"
"13072014";"Biendorf";"Gemeinden";"16.492,27";"18.615,18";"20.709,22";"24.158,22"
"13072015";"Blankenhagen";"Gemeinden";"19.633,19";"22.588,16";"24.277,94";"28.196,41"
"13072017";"Börgerende-Rethwisch, Seebad";"Gemeinden";"19.906,21";"22.842,55";"25.691,56";"29.987,75"
"13072018";"Bröbberow";"Gemeinden";"18.106,50";"21.192,40";"23.766,50";"27.767,17"
"13072019";"Broderstorf";"Gemeinden";"21.611,63";"24.724,52";"26.779,36";"30.863,48"
"13072020";"Bützow, Stadt";"Gemeinden";"19.058,86";"21.507,59";"23.420,49";"26.876,01"
"13072021";"Cammin";"Gemeinden";"18.791,98";"21.465,00";"24.479,37";"28.708,64"
"13072022";"Carinerland";"Gemeinden";"14.475,52";"16.807,50";"18.872,90";"22.037,36"
"13072023";"Dahmen";"Gemeinden";"16.548,22";"18.640,18";"20.636,89";"24.158,59"
"13072024";"Dalkendorf";"Gemeinden";"16.542,42";"18.540,36";"20.775,64";"24.427,98"
"13072026";"Dobbin-Linstow";"Gemeinden";"16.400,26";"19.128,30";"20.990,74";"24.834,68"
"13072027";"Dolgen am See";"Gemeinden";"16.644,95";"19.172,95";"21.060,23";"24.533,93"
"13072028";"Dreetz";"Gemeinden";"16.605,17";"19.246,51";"21.316,80";"24.766,01"
"13072029";"Dummerstorf";"Gemeinden";"19.343,65";"22.258,55";"24.430,57";"28.298,63"
"13072030";"Elmenhorst/Lichtenhagen";"Gemeinden";"21.915,98";"25.378,18";"27.861,55";"32.291,13"
"13072031";"Finkenthal";"Gemeinden";"17.711,93";"20.822,67";"23.653,19";"27.853,22"
"13072032";"Gelbensande";"Gemeinden";"17.824,58";"20.516,82";"22.511,28";"26.161,41"
"13072033";"Glasewitz";"Gemeinden";"14.062,64";"16.197,78";"18.107,86";"20.707,40"
"13072034";"Gnewitz";"Gemeinden";"15.312,19";"17.617,99";"19.380,96";"22.816,02"
"13072035";"Gnoien, Warbelstadt";"Gemeinden";"17.340,47";"19.717,95";"21.671,99";"24.884,28"
"13072036";"Graal-Müritz, Ostseeheilbad";"Gemeinden";"22.308,40";"25.612,46";"27.838,57";"32.977,80"
"13072037";"Grammow";"Gemeinden";"15.720,22";"17.607,07";"19.807,04";"23.229,03"
"13072038";"Groß Roge";"Gemeinden";"16.623,48";"19.256,91";"21.524,11";"25.193,62"
"13072039";"Groß Schwiesow";"Gemeinden";"15.674,80";"17.654,20";"20.100,90";"23.551,49"
"13072040";"Groß Wokern";"Gemeinden";"16.071,83";"18.451,08";"20.658,04";"24.013,68"
"13072041";"Groß Wüstenfelde";"Gemeinden";"17.353,15";"19.798,57";"22.244,42";"25.813,09"
"13072042";"Gülzow-Prüzen";"Gemeinden";"17.142,03";"18.754,28";"20.411,29";"23.636,54"
"13072043";"Güstrow, Barlachstadt";"Gemeinden";"18.617,30";"20.755,94";"22.554,02";"26.156,04"
"13072044";"Gutow";"Gemeinden";"17.128,12";"19.558,32";"22.466,19";"26.479,20"
"13072045";"Hohen Demzin";"Gemeinden";"15.795,14";"18.048,88";"20.117,01";"23.544,38"
"13072046";"Hohen Sprenz";"Gemeinden";"20.050,48";"21.983,87";"24.019,06";"28.058,07"
"13072047";"Hohenfelde";"Gemeinden";"19.291,57";"21.497,22";"23.856,51";"27.803,02"
"13072048";"Hoppenrade";"Gemeinden";"16.359,23";"18.760,28";"20.574,04";"24.018,26"
"13072049";"Jördenstorf";"Gemeinden";"17.777,40";"20.814,71";"23.596,22";"27.197,52"
"13072050";"Jürgenshagen";"Gemeinden";"18.683,09";"21.553,25";"23.659,43";"27.545,68"
"13072051";"Kassow";"Gemeinden";"15.429,25";"18.011,55";"20.179,78";"23.263,37"
"13072053";"Klein Belitz";"Gemeinden";"17.008,93";"19.506,13";"21.700,97";"25.174,09"
"13072055";"Klein Upahl";"Gemeinden";"20.149,33";"22.926,81";"24.687,26";"28.427,68"
"13072056";"Krakow am See, Stadt";"Gemeinden";"19.377,65";"21.895,80";"24.080,27";"27.721,47"
"13072057";"Kritzmow";"Gemeinden";"21.863,41";"25.180,27";"27.748,30";"32.443,10"
"13072058";"Kröpelin, Stadt";"Gemeinden";"17.424,30";"19.812,75";"21.784,77";"25.291,43"
"13072059";"Kuchelmiß";"Gemeinden";"15.663,78";"17.759,78";"20.150,97";"24.001,86"
"13072060";"Kühlungsborn, Ostseebad, Stadt";"Gemeinden";"20.614,84";"23.799,33";"25.749,72";"29.913,02"
"13072061";"Kuhs";"Gemeinden";"17.568,38";"19.859,96";"22.210,56";"26.293,36"
"13072062";"Laage, Stadt";"Gemeinden";"18.550,43";"21.141,37";"23.237,82";"27.004,34"
"13072063";"Lalendorf";"Gemeinden";"17.047,58";"19.402,94";"21.489,18";"24.940,47"
"13072064";"Lambrechtshagen";"Gemeinden";"20.535,06";"23.450,70";"26.031,07";"30.433,58"
"13072066";"Lelkendorf";"Gemeinden";"15.459,50";"17.857,22";"19.991,14";"23.369,19"
"13072067";"Lohmen";"Gemeinden";"16.708,55";"19.390,28";"21.502,49";"25.412,11"
"13072069";"Lüssow";"Gemeinden";"17.329,48";"19.825,50";"22.104,38";"25.608,70"
"13072071";"Mistorf";"Gemeinden";"15.334,07";"17.640,39";"19.543,40";"22.715,87"
"13072072";"Mönchhagen";"Gemeinden";"21.111,33";"24.564,24";"26.666,04";"31.097,15"
"13072073";"Mühl Rosin";"Gemeinden";"19.476,85";"22.306,58";"25.543,82";"29.726,26"
"13072074";"Neubukow, Schliemannstadt";"Gemeinden";"17.650,00";"20.160,48";"22.026,75";"25.789,88"
"13072075";"Nienhagen, Ostseebad";"Gemeinden";"23.171,58";"26.487,37";"28.675,28";"33.937,02"
"13072076";"Nustrow";"Gemeinden";"18.023,24";"20.440,86";"22.495,75";"27.239,44"
"13072077";"Papendorf";"Gemeinden";"19.563,51";"22.611,13";"25.043,57";"28.872,71"
"13072078";"Penzin";"Gemeinden";"17.367,72";"20.478,04";"22.754,89";"26.651,22"
"13072079";"Plaaz";"Gemeinden";"16.258,48";"18.761,85";"21.090,86";"24.727,64"
"13072080";"Pölchow";"Gemeinden";"21.103,05";"24.025,35";"26.235,03";"31.006,85"
"13072081";"Poppendorf";"Gemeinden";"19.401,53";"22.408,61";"24.588,63";"28.512,02"
"13072082";"Prebberede";"Gemeinden";"17.055,33";"19.205,28";"21.209,33";"24.929,25"
"13072083";"Reddelich";"Gemeinden";"17.314,89";"19.604,47";"21.735,63";"25.377,53"
"13072084";"Reimershagen";"Gemeinden";"16.475,87";"18.830,37";"20.324,60";"23.612,49"
"13072085";"Rerik, Ostseebad, Stadt";"Gemeinden";"19.978,31";"22.858,96";"25.388,76";"29.372,37"
"13072086";"Retschow";"Gemeinden";"17.469,33";"20.229,13";"22.733,00";"26.618,51"
"13072087";"Roggentin";"Gemeinden";"22.417,69";"25.648,20";"27.966,00";"32.705,17"
"13072088";"Rövershagen";"Gemeinden";"20.879,97";"23.906,84";"26.322,68";"30.256,42"
"13072089";"Rühn";"Gemeinden";"18.345,86";"21.448,77";"23.906,66";"27.310,33"
"13072090";"Rukieten";"Gemeinden";"18.804,41";"21.540,45";"23.738,14";"28.200,80"
"13072091";"Sanitz";"Gemeinden";"19.897,26";"23.021,75";"25.156,80";"29.537,59"
"13072092";"Sarmstorf";"Gemeinden";"17.146,82";"19.578,42";"21.815,92";"25.282,66"
"13072093";"Satow";"Gemeinden";"19.705,19";"22.418,16";"24.815,35";"28.769,43"
"13072094";"Schorssow";"Gemeinden";"15.483,88";"17.297,16";"19.020,97";"22.030,21"
"13072095";"Schwaan, Stadt";"Gemeinden";"18.710,23";"21.266,01";"23.444,81";"27.343,69"
"13072096";"Schwasdorf";"Gemeinden";"14.696,33";"16.532,30";"18.771,27";"21.626,89"
"13072097";"Selpin";"Gemeinden";"16.177,07";"18.372,97";"20.295,68";"23.426,77"
"13072098";"Stäbelow";"Gemeinden";"23.187,62";"26.535,56";"28.895,11";"33.610,86"
"13072099";"Steffenshagen";"Gemeinden";"18.292,02";"20.708,01";"23.060,14";"27.330,06"
"13072101";"Steinhagen";"Gemeinden";"14.851,80";"17.094,44";"19.196,70";"22.430,71"
"13072102";"Stubbendorf";"Gemeinden";"14.294,98";"16.094,42";"17.848,03";"20.793,94"
"13072103";"Sukow-Levitzow";"Gemeinden";"18.171,81";"20.778,04";"22.654,79";"26.370,23"
"13072104";"Tarnow";"Gemeinden";"16.458,87";"18.684,26";"20.673,96";"24.153,40"
"13072105";"Tessin, Blumenstadt";"Gemeinden";"18.525,52";"20.934,30";"22.943,16";"26.755,45"
"13072106";"Teterow, Bergringstadt";"Gemeinden";"18.440,80";"20.824,86";"22.705,13";"26.094,64"
"13072107";"Thelkow";"Gemeinden";"19.038,32";"21.549,30";"23.652,28";"28.392,39"
"13072108";"Thulendorf";"Gemeinden";"22.578,66";"25.382,25";"28.148,44";"32.468,51"
"13072109";"Thürkow";"Gemeinden";"15.678,75";"17.931,12";"20.100,35";"23.521,00"
"13072110";"Vorbeck";"Gemeinden";"17.862,14";"20.614,35";"23.384,07";"27.459,25"
"13072111";"Walkendorf";"Gemeinden";"16.085,33";"18.448,69";"20.144,14";"23.443,30"
"13072112";"Wardow";"Gemeinden";"16.350,42";"18.917,64";"21.246,87";"24.692,42"
