Kennziffer;Raumeinheit;Aggregat;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer;Gewerbesteuer
;;;1995;1998;2002;2005;2009;2013;2017;2021;2023
"01053079";"Labenz";"Gemeinden";"15,38";"17,32";"31,06";"20,33";"48,35";"323,84";"300,53";"208,05";"343,51"
"01053080";"Langenlehsten";"Gemeinden";"51,72";"13,89";"11,76";"12,50";"6,13";"38,22";"-1,73";"85,60";"42,80"
"01053081";"Lankau";"Gemeinden";"8,32";"13,92";"18,71";"7,98";"12,24";"21,01";"45,34";"65,02";"13,73"
"01053082";"Lanze";"Gemeinden";"3,56";"7,46";"15,06";"20,41";"17,46";"10,68";"119,14";"57,24";"91,79"
"01053083";"Lauenburg/ Elbe, Stadt";"Gemeinden";"230,26";"283,24";"257,56";"184,28";"131,56";"167,96";"490,18";"353,85";"469,21"
"01053084";"Lehmrade";"Gemeinden";"33,85";"41,46";"52,52";"82,98";"127,47";"69,25";"243,97";"236,84";"141,01"
"01053085";"Linau";"Gemeinden";"32,89";"46,90";"51,24";"45,41";"59,97";"95,97";"87,47";"77,54";"115,68"
"01053086";"Lüchow";"Gemeinden";"9,52";"32,41";"4,74";"10,15";"19,42";"36,10";"51,68";"57,22";"1,76"
"01053087";"Lütau";"Gemeinden";"50,16";"27,03";"70,09";"49,93";"95,10";"287,73";"211,16";"144,50";"271,69"
"01053088";"Mechow";"Gemeinden";"11,24";"30,30";"20,83";"0,00";"0,00";"8,77";"128,47";"135,19";"42,36"
"01053089";"Möhnsen";"Gemeinden";"310,06";"-7,81";"-39,03";"30,02";"131,00";"198,15";"587,07";"1.347,60";"964,03"
"01053090";"Mölln, Stadt";"Gemeinden";"200,32";"187,74";"108,94";"155,86";"118,86";"190,60";"506,60";"272,77";"549,17"
"01053091";"Mühlenrade";"Gemeinden";"11,98";"17,65";"37,04";"16,04";"20,20";"79,55";"97,84";"466,42";"312,72"
"01053092";"Müssen";"Gemeinden";"102,22";"146,37";"49,37";"67,09";"93,94";"212,40";"309,53";"131,84";"77,50"
"01053093";"Mustin";"Gemeinden";"40,00";"102,07";"37,74";"49,86";"-9,71";"68,97";"112,75";"79,84";"155,82"
"01053094";"Niendorf bei Berkenthin";"Gemeinden";"61,07";"11,76";"27,32";"47,62";"21,28";"36,27";"-7,98";"28,46";"1,60"
"01053095";"Niendorf/ Stecknitz";"Gemeinden";"32,08";"34,26";"41,60";"28,57";"39,80";"31,20";"36,36";"135,63";"163,22"
"01053096";"Nusse";"Gemeinden";"56,25";"98,15";"106,42";"109,91";"92,84";"204,18";"313,97";"331,07";"261,56"
"01053097";"Panten";"Gemeinden";"215,75";"221,02";"62,13";"50,14";"50,29";"-4,72";"137,89";"240,11";"170,91"
"01053098";"Pogeez";"Gemeinden";"17,07";"56,93";"51,41";"78,74";"331,46";"532,81";"1.385,38";"3.234,58";"1.945,09"
"01053099";"Poggensee";"Gemeinden";"34,16";"18,24";"57,93";"17,44";"28,99";"41,79";"8,98";"393,29";"804,39"
"01053100";"Ratzeburg, Stadt";"Gemeinden";"197,26";"269,15";"119,40";"134,78";"186,29";"347,18";"518,58";"351,95";"467,72"
"01053101";"Ritzerau";"Gemeinden";"6,54";"13,65";"9,93";"10,49";"7,02";"10,91";"3,75";"24,68";"21,34"
"01053102";"Römnitz";"Gemeinden";"14,93";"27,03";"14,08";"48,39";"30,30";"114,75";"160,79";"27,12";"176,08"
"01053103";"Rondeshagen";"Gemeinden";"4,21";"68,48";"187,89";"48,39";"40,57";"82,73";"117,41";"106,02";"140,72"
"01053104";"Roseburg";"Gemeinden";"13,33";"2,14";"26,64";"5,86";"158,51";"162,62";"123,58";"175,50";"368,23"
"01053105";"Sachsenwald (Forstgutsbez.),gemfr.Geb.";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";;;;
"01053106";"Sahms";"Gemeinden";"38,19";"27,95";"27,86";"0,00";"12,99";"15,79";"7,53";"60,54";"96,77"
"01053107";"Salem";"Gemeinden";"77,07";"96,43";"110,72";"87,41";"78,81";"89,23";"108,09";"250,68";"125,88"
"01053108";"Sandesneben";"Gemeinden";"208,64";"150,77";"114,14";"182,83";"120,63";"112,73";"309,28";"217,78";"295,11"
"01053109";"Schiphorst";"Gemeinden";"35,40";"27,59";"27,50";"24,65";"94,02";"172,70";"177,97";"148,33";"241,43"
"01053110";"Schmilau";"Gemeinden";"108,96";"76,66";"870,31";"542,09";"373,11";"345,39";"359,19";"490,40";"231,44"
"01053111";"Schnakenbek";"Gemeinden";"42,60";"41,98";"41,77";"14,27";"8,45";"91,98";"131,90";"134,09";"197,42"
"01053112";"Schönberg";"Gemeinden";"124,77";"62,71";"62,89";"57,10";"156,49";"95,61";"205,24";"192,22";"177,03"
"01053113";"Schretstaken";"Gemeinden";"2,10";"30,04";"9,63";"29,35";"53,95";"61,75";"128,87";"50,64";"135,37"
"01053114";"Schürensöhlen";"Gemeinden";"47,34";"6,13";"6,06";"6,17";"13,16";"56,60";"43,36";"73,53";"215,51"
"01053115";"Schulendorf";"Gemeinden";"24,81";"112,41";"57,34";"69,62";"34,98";"89,32";"141,84";"216,67";"218,13"
"01053116";"Schwarzenbek, Stadt";"Gemeinden";"203,64";"251,21";"272,30";"268,08";"97,17";"515,12";"745,01";"483,33";"431,17"
"01053117";"Seedorf";"Gemeinden";"16,70";"31,19";"26,64";"26,37";"26,42";"97,74";"3.631,01";"49,11";"159,93"
"01053118";"Siebenbäumen";"Gemeinden";"23,30";"13,27";"7,85";"17,67";"74,02";"137,44";"131,53";"122,82";"53,17"
"01053119";"Siebeneichen";"Gemeinden";"42,47";"0,00";"35,86";"11,90";"21,90";"135,85";"77,33";"-6,10";"127,43"
"01053120";"Sierksrade";"Gemeinden";"35,60";"278,12";"74,07";"136,36";"259,04";"84,47";"86,31";"51,60";"6,46"
"01053121";"Sirksfelde";"Gemeinden";"40,96";"36,92";"15,53";"12,42";"37,41";"24,84";"16,19";"14,25";"26,19"
"01053122";"Steinhorst";"Gemeinden";"37,55";"49,45";"16,16";"17,70";"22,89";"36,76";"46,44";"38,09";"26,00"
"01053123";"Sterley";"Gemeinden";"83,33";"126,41";"80,46";"68,37";"56,76";"140,98";"125,14";"286,16";"357,33"
"01053124";"Stubben";"Gemeinden";"18,92";"22,22";"11,79";"40,67";"58,97";"197,86";"113,59";"138,77";"348,67"
"01053125";"Talkau";"Gemeinden";"20,45";"31,94";"30,74";"28,41";"156,60";"206,23";"119,10";"119,33";"119,99"
"01053126";"Tramm";"Gemeinden";"-10,64";"54,05";"51,12";"68,25";"98,55";"247,89";"105,48";"143,07";"396,14"
"01053127";"Walksfelde";"Gemeinden";"5,85";"10,47";"59,14";"31,41";"31,58";"5,29";"47,91";"52,56";"131,41"
"01053128";"Wangelau";"Gemeinden";"41,10";"21,55";"4,41";"24,15";"47,17";"116,07";"467,76";"511,37";"560,58"
"01053129";"Wentorf bei Hamburg";"Gemeinden";"146,63";"194,88";"20,55";"149,08";"391,91";"484,05";"335,87";"382,97";"416,56"
"01053130";"Wentorf (Amt Sandesneben)";"Gemeinden";"166,38";"22,95";"42,21";"32,72";"40,46";"124,82";"264,81";"173,41";"228,83"
"01053131";"Wiershop";"Gemeinden";"968,55";"3.380,37";"-1.164,71";"520,23";"1.150,00";"1.289,31";"4.379,94";"3.635,73";"4.852,91"
"01053132";"Witzeeze";"Gemeinden";"19,35";"38,15";"31,46";"19,69";"36,46";"70,85";"91,86";"157,55";"123,38"
"01053133";"Wohltorf";"Gemeinden";"50,42";"190,83";"125,65";"166,08";"113,59";"78,50";"152,43";"124,53";"142,21"
"01053134";"Woltersdorf";"Gemeinden";"162,60";"1.111,11";"381,29";"-100,72";"47,62";"279,22";"215,94";"647,74";"832,35"
"01053135";"Worth";"Gemeinden";"10,53";"5,32";"138,55";"41,42";"118,75";"105,88";"7,83";"439,38";"136,94"
"01053136";"Ziethen";"Gemeinden";"3,38";"2,21";"10,34";"111,68";"26,67";"55,11";"114,42";"263,26";"192,00"
"01054001";"Achtrup";"Gemeinden";"23,67";"38,51";"85,68";"51,99";"108,57";"285,33";"373,83";"402,31";"624,81"
"01054002";"Ahrenshöft";"Gemeinden";"68,13";"25,21";"240,99";"246,65";"99,43";"1.116,60";"292,75";"692,16";"768,15"
"01054003";"Ahrenviöl";"Gemeinden";"30,06";"123,53";"703,34";"147,35";"302,23";"595,38";"489,22";"1.515,19";"1.639,21"
"01054004";"Ahrenviölfeld";"Gemeinden";"4,05";"7,49";"10,99";"215,61";"159,70";"493,33";"518,57";"1.217,65";"877,89"
"01054005";"Alkersum";"Gemeinden";"175,90";"167,03";"105,99";"159,62";"317,42";"601,45";"452,05";"840,29";"1.886,06"
"01054006";"Almdorf";"Gemeinden";"10,78";"7,60";"17,51";"214,42";"188,79";"211,01";"185,77";"230,71";"232,71"
"01054007";"Arlewatt";"Gemeinden";"85,81";"94,96";"56,34";"98,51";"69,28";"367,16";"429,62";"295,36";"-544,52"
"01054009";"Aventoft";"Gemeinden";"-19,82";"388,78";"508,30";"249,00";"238,40";"464,44";"982,08";"429,30";"1.165,50"
"01054010";"Bargum";"Gemeinden";"33,67";"21,70";"31,55";"42,35";"58,63";"74,07";"175,30";"137,23";"169,99"
"01054011";"Behrendorf";"Gemeinden";"54,10";"150,88";"64,68";"409,02";"280,00";"342,96";"1.081,85";"1.626,47";"1.678,39"
"01054012";"Bohmstedt";"Gemeinden";"35,31";"25,75";"79,68";"95,30";"92,41";"279,95";"382,03";"817,27";"453,77"
"01054013";"Bondelum";"Gemeinden";"5,41";"0,00";"9,52";"4,76";"-10,00";"50,56";"820,75";"506,32";"547,98"
"01054014";"Bordelum";"Gemeinden";"55,46";"166,22";"215,32";"211,11";"242,05";"428,72";"1.049,40";"1.071,08";"1.248,07"
"01054015";"Borgsum";"Gemeinden";"107,38";"93,75";"62,50";"55,88";"93,92";"75,84";"237,24";"372,77";"392,96"
"01054016";"Bosbüll";"Gemeinden";"132,98";"258,24";"109,45";"549,02";"300,00";"2.025,77";"1.639,54";"2.361,38";"2.869,27"
"01054017";"Braderup";"Gemeinden";"26,59";"96,92";"102,60";"197,08";"1.018,10";"1.191,39";"1.546,20";"1.386,27";"1.756,64"
"01054018";"Bramstedtlund";"Gemeinden";"30,04";"53,06";"44,72";"25,86";"72,73";"53,40";"479,12";"690,80";"970,32"
"01054019";"Bredstedt, Stadt";"Gemeinden";"171,43";"162,48";"139,90";"164,34";"248,24";"159,92";"371,35";"543,62";"754,55"
"01054020";"Breklum";"Gemeinden";"168,19";"127,60";"145,19";"184,35";"128,08";"294,49";"472,25";"586,49";"552,01"
"01054022";"Dagebüll";"Gemeinden";"120,04";"55,79";"238,35";"455,61";"433,82";"770,83";"1.445,94";"1.928,77";"1.764,57"
"01054023";"Drage";"Gemeinden";"153,98";"0,00";"78,23";"42,16";"2.301,85";"236,71";"230,67";"481,26";"534,37"
"01054024";"Drelsdorf";"Gemeinden";"51,94";"123,14";"46,15";"96,82";"114,85";"263,67";"296,33";"336,50";"391,79"
"01054025";"Dunsum";"Gemeinden";"11,49";"0,00";"11,90";"0,00";"31,25";"14,29";"6,44";"77,76";"220,69"
"01054026";"Elisabeth-Sophien-Koog";"Gemeinden";"152,17";"24,39";"152,17";"42.250,00";"63,83";"2.790,70";"2.334,12";"1.087,84";"1.893,23"
"01054027";"Ellhöft";"Gemeinden";"7,63";"23,62";"1.000,00";"843,28";"2.154,55";"5.343,14";"2.826,97";"3.010,11";"992,75"
"01054032";"Fresendelf";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,59";"-0,65";"1,57"
"01054033";"Friedrichstadt, Stadt";"Gemeinden";"183,35";"107,52";"103,89";"120,07";"175,47";"130,78";"201,88";"607,64";"399,56"
"01054034";"Friedrich-Wilhelm-Lübke-Koog";"Gemeinden";"297,56";"1.344,44";"3.173,41";"3.070,97";"6.723,93";"13.696,81";"8.231,89";"11.668,87";"17.938,87"
"01054035";"Garding, Kirchspiel";"Gemeinden";"18,43";"12,50";"27,03";"121,58";"48,63";"100,00";"152,67";"309,51";"401,32"
"01054036";"Garding, Stadt";"Gemeinden";"108,30";"90,94";"101,05";"72,25";"161,50";"173,90";"299,87";"326,24";"293,48"
"01054037";"Goldebek";"Gemeinden";"13,99";"6,78";"20,71";"0,00";"14,37";"20,53";"4,77";"425,65";"125,08"
"01054038";"Goldelund";"Gemeinden";"42,13";"93,20";"37,53";"42,71";"49,61";"62,18";"291,98";"510,85";"485,66"
"01054039";"Gröde";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"149,78";"-36,42";"0,00"
"01054040";"Grothusenkoog";"Gemeinden";"0,00";"0,00";"0,00";"0,00";"681,82";"1.136,36";"1.857,57";"1.506,27";"1.014,12"
"01054041";"Haselund";"Gemeinden";"71,52";"37,53";"42,68";"382,65";"382,42";"230,51";"639,89";"824,23";"1.064,18"
"01054042";"Hattstedt";"Gemeinden";"65,91";"44,71";"166,25";"55,80";"97,42";"126,87";"173,64";"312,10";"415,41"
"01054043";"Hattstedtermarsch";"Gemeinden";"21,41";"11,70";"3,23";"46,44";"67,90";"126,67";"319,22";"436,53";"416,56"
"01054045";"Högel";"Gemeinden";"9,66";"16,06";"11,52";"174,78";"196,43";"264,32";"571,94";"501,69";"695,84"
"01054046";"Hörnum (Sylt)";"Gemeinden";"97,77";"56,29";"48,81";"108,46";"215,40";"239,67";"348,66";"495,81";"866,28"
"01054048";"Holm";"Gemeinden";"164,95";"215,05";"22,22";"35,29";"46,51";"25,64";"70,17";"82,85";"51,41"
"01054050";"Hallig Hooge";"Gemeinden";"175,93";"41,24";"78,65";"156,63";"552,63";"281,55";"650,97";"599,79";"645,88"
"01054052";"Horstedt";"Gemeinden";"0,00";"7,39";"15,94";"97,33";"101,74";"288,74";"490,04";"607,85";"289,79"
"01054054";"Hude";"Gemeinden";"9,90";"4,57";"4,76";"10,26";"10,31";"15,87";"251,78";"53,15";"133,83"
"01054055";"Humptrup";"Gemeinden";"1,47";"2,81";"12,08";"-3,91";"35,29";"-1,36";"177,44";"284,17";"467,97"
"01054056";"Husum, Stadt";"Gemeinden";"275,63";"242,90";"445,95";"257,10";"520,12";"465,38";"813,82";"885,53";"980,01"
"01054057";"Immenstedt";"Gemeinden";"23,64";"4,96";"26,56";"35,38";"36,47";"92,56";"82,70";"75,60";"166,95"
"01054059";"Joldelund";"Gemeinden";"41,27";"27,78";"45,90";"43,18";"59,32";"118,44";"680,27";"786,02";"281,58"
"01054061";"Kampen (Sylt)";"Gemeinden";"845,79";"608,83";"948,25";"1.635,51";"6.093,96";"4.138,14";"3.021,35";"7.672,41";"6.567,87"
"01054062";"Karlum";"Gemeinden";"8,93";"8,37";"4,26";"9,39";"159,09";"43,27";"204,47";"826,57";"940,61"
"01054063";"Katharinenheerd";"Gemeinden";"-27,03";"-10,53";"0,00";"5,26";"5,85";"31,06";"13,75";"27,96";"33,66"
"01054065";"Klanxbüll";"Gemeinden";"29,34";"60,57";"109,03";"70,68";"428,57";"663,47";"403,30";"806,14";"1.334,93"
"01054068";"Klixbüll";"Gemeinden";"47,35";"60,34";"77,09";"5,34";"145,53";"155,44";"709,81";"1.813,59";"1.626,20"
"01054070";"Koldenbüttel";"Gemeinden";"34,48";"27,19";"39,78";"53,59";"57,94";"108,93";"144,08";"47,69";"59,30"
"01054071";"Kolkerheide";"Gemeinden";"56,34";"12,66";"29,41";"15,62";"0,00";"-40,82";"260,05";"228,79";"158,96"
"01054072";"Kotzenbüll";"Gemeinden";"22,22";"17,17";"25,53";"37,97";"139,53";"65,79";"101,93";"7,61";"8,39"
"01054073";"Ladelund";"Gemeinden";"48,35";"38,83";"55,41";"39,37";"61,47";"108,38";"223,97";"457,31";"496,65"
"01054074";"Langeneß";"Gemeinden";"89,43";"24,39";"15,87";"37,31";"33,06";"223,88";"-79,57";"48,44";"93,02"
"01054075";"Langenhorn";"Gemeinden";"173,96";"135,40";"197,89";"179,19";"211,92";"457,47";"745,38";"886,70";"1.132,70"
"01054076";"Leck";"Gemeinden";"120,35";"110,12";"89,53";"206,51";"322,13";"268,16";"345,57";"532,23";"476,50"
"01054077";"Lexgaard";"Gemeinden";"0,00";"0,00";"27,40";"0,00";"0,00";"0,00";"13,27";"249,94";"2.891,41"
"01054078";"List auf Sylt";"Gemeinden";"245,15";"153,39";"140,57";"200,53";"506,56";"609,87";"830,15";"857,15";"1.652,94"
"01054079";"Löwenstedt";"Gemeinden";"53,54";"97,52";"68,02";"66,77";"111,61";"149,46";"1.054,39";"987,99";"2.668,75"
"01054080";"Lütjenholm";"Gemeinden";"16,61";"16,90";"23,46";"18,18";"28,94";"44,16";"672,02";"1.176,53";"1.428,72"
"01054083";"Midlum";"Gemeinden";"11,87";"23,60";"-5,76";"16,76";"37,14";"112,47";"170,70";"244,49";"382,78"
"01054084";"Mildstedt";"Gemeinden";"182,80";"178,21";"43,90";"115,28";"6,56";"140,68";"217,35";"193,75";"-42,48"
"01054085";"Nebel";"Gemeinden";"167,45";"113,62";"65,80";"277,02";"540,02";"387,58";"604,33";"752,78";"1.001,14"
"01054086";"Neukirchen";"Gemeinden";"32,69";"39,76";"50,34";"73,85";"47,13";"159,66";"200,20";"190,46";"259,67"
"01054087";"Nieblum";"Gemeinden";"177,65";"66,47";"81,85";"67,63";"290,94";"349,21";"619,88";"982,81";"1.353,17"
"01054088";"Niebüll, Stadt";"Gemeinden";"205,64";"230,40";"148,65";"269,51";"490,16";"780,55";"899,55";"1.039,81";"1.118,88"
"01054089";"Norddorf auf Amrum";"Gemeinden";"149,04";"149,30";"147,97";"244,51";"531,55";"558,26";"714,18";"898,15";"1.808,65"
"01054090";"Norderfriedrichskoog";"Gemeinden";"0,00";"0,00";"0,00";"1.181.029,38";"628.717,94";"50.413,04";"43.555,87";"-78.022,07";"90.842,54"
"01054091";"Nordstrand";"Gemeinden";"63,82";"56,33";"35,10";"82,82";"41,04";"129,65";"207,88";"221,92";"70,54"
"01054092";"Norstedt";"Gemeinden";"33,82";"39,91";"0,00";"224,59";"289,41";"488,94";"1.692,57";"1.294,05";"1.864,19"
"01054093";"Ockholm";"Gemeinden";"74,67";"43,59";"12,89";"13,44";"53,37";"119,12";"599,75";"981,03";"1.531,39"
"01054094";"Oevenum";"Gemeinden";"312,78";"-34,09";"238,28";"114,35";"98,95";"202,64";"123,15";"501,53";"619,56"
"01054095";"Oldenswort";"Gemeinden";"18,91";"24,94";"58,78";"214,45";"431,50";"513,80";"238,30";"545,66";"722,30"
"01054096";"Oldersbek";"Gemeinden";"93,19";"76,80";"50,93";"102,13";"122,70";"245,80";"242,97";"256,82";"886,82"
"01054097";"Olderup";"Gemeinden";"105,40";"90,91";"71,11";"385,81";"503,42";"1.533,94";"448,81";"1.238,93";"623,27"
"01054098";"Oldsum";"Gemeinden";"59,50";"3,77";"33,10";"35,52";"60,50";"215,36";"297,09";"507,33";"662,05"
"01054099";"Ostenfeld (Husum)";"Gemeinden";"82,53";"61,08";"1.303,11";"45,45";"124,10";"445,38";"755,18";"550,02";"2.311,91"
"01054100";"Osterhever";"Gemeinden";"23,17";"33,58";"35,29";"31,87";"324,79";"300,88";"360,27";"192,91";"370,92"
"01054101";"Oster-Ohrstedt";"Gemeinden";"15,73";"25,85";"52,63";"82,19";"851,39";"690,28";"630,77";"873,65";"626,20"
"01054103";"Pellworm";"Gemeinden";"43,78";"70,19";"122,61";"230,70";"271,05";"284,24";"768,38";"689,30";"698,54"
"01054104";"Poppenbüll";"Gemeinden";"59,32";"13,27";"4,65";"73,89";"362,16";"794,87";"20,60";"191,70";"348,03"
"01054105";"Ramstedt";"Gemeinden";"19,02";"-19,61";"27,52";"18,10";"11,01";"56,87";"36,41";"207,43";"385,79"
"01054106";"Rantrum";"Gemeinden";"38,81";"31,90";"42,36";"14,27";"229,21";"314,93";"571,46";"482,85";"275,93"
"01054108";"Reußenköge";"Gemeinden";"38,01";"390,39";"602,21";"2.008,47";"7.706,79";"17.507,46";"16.937,66";"19.183,45";"19.754,84"
"01054109";"Risum-Lindholm";"Gemeinden";"59,64";"111,11";"85,34";"170,99";"233,99";"620,94";"705,77";"674,11";"1.201,59"
"01054110";"Rodenäs";"Gemeinden";"44,15";"43,96";"14,52";"112,80";"398,13";"726,42";"-77,18";"717,64";"274,47"
"01054113";"Sankt Peter-Ording";"Gemeinden";"156,26";"214,37";"126,12";"152,23";"228,65";"552,91";"833,66";"1.106,95";"1.861,98"
"01054116";"Schwabstedt";"Gemeinden";"42,67";"18,91";"68,61";"63,89";"69,34";"146,97";"77,95";"148,26";"134,39"
"01054118";"Schwesing";"Gemeinden";"52,10";"20,18";"85,50";"203,93";"234,44";"324,15";"451,14";"451,81";"352,07"
"01054119";"Seeth";"Gemeinden";"26,12";"17,83";"11,90";"8,37";"28,69";"39,32";"46,91";"75,42";"67,31"
"01054120";"Simonsberg";"Gemeinden";"3,77";"17,50";"30,13";"294,53";"287,27";"403,85";"630,31";"1.022,83";"1.070,31"
"01054121";"Sönnebüll";"Gemeinden";"66,35";"58,04";"245,61";"152,84";"286,79";"480,29";"1.386,68";"1.276,18";"1.750,75"
"01054123";"Sollwitt";"Gemeinden";"42,07";"9,43";"31,55";"15,77";"49,83";"112,63";"386,11";"892,04";"765,47"
"01054124";"Sprakebüll";"Gemeinden";"9,17";"4,65";"13,45";"93,46";"1.042,92";"828,19";"3.513,74";"2.683,62";"2.881,49"
"01054125";"Stadum";"Gemeinden";"21,99";"214,29";"-22,51";"16,95";"105,21";"187,31";"458,23";"728,17";"738,24"
"01054126";"Stedesand";"Gemeinden";"35,53";"21,77";"101,45";"113,29";"244,16";"297,85";"270,22";"404,66";"527,80"
"01054128";"Struckum";"Gemeinden";"183,65";"98,52";"51,90";"381,47";"353,66";"551,94";"613,19";"713,00";"1.260,14"
"01054129";"Süderende";"Gemeinden";"32,61";"5,35";"17,05";"11,11";"22,47";"72,63";"282,26";"306,07";"313,55"
"01054130";"Süderhöft";"Gemeinden";"38,46";"0,00";"0,00";"0,00";"0,00";"0,00";"5,77";"2,62";"417,81"
"01054131";"Süderlügum";"Gemeinden";"123,05";"322,10";"232,91";"540,78";"333,93";"503,67";"1.210,74";"1.218,12";"1.477,93"
"01054132";"Südermarsch";"Gemeinden";"-16,13";"-33,56";"-54,05";"40,54";"520,00";"293,41";"537,24";"1.282,21";"3.432,83"
"01054134";"Tating";"Gemeinden";"25,25";"93,91";"45,88";"40,65";"149,49";"98,91";"132,41";"373,41";"413,62"
"01054135";"Tetenbüll";"Gemeinden";"15,06";"54,57";"38,29";"12,62";"72,82";"73,90";"108,76";"142,83";"314,17"
"01054136";"Tinningstedt";"Gemeinden";"4,65";"19,42";"14,78";"45,45";"78,82";"209,88";"1.203,11";"533,26";"865,65"
"01054138";"Tönning, Stadt";"Gemeinden";"125,87";"95,09";"174,46";"170,91";"232,09";"363,21";"421,44";"560,83";"696,88"
"01054140";"Tümlauer Koog";"Gemeinden";"297,52";"626,98";"17,39";"27,52";"21,28";"144,23";"255,51";"580,20";"1.054,46"
"01054141";"Uelvesbüll";"Gemeinden";"66,67";"-18,87";"11,63";"294,12";"362,96";"608,39";"93,14";"450,94";"1.009,37"
"01054142";"Uphusum";"Gemeinden";"33,43";"57,29";"55,00";"73,23";"171,64";"483,20";"208,70";"187,70";"885,69"
"01054143";"Utersum";"Gemeinden";"117,52";"80,65";"100,70";"56,65";"91,55";"226,42";"300,40";"267,70";"875,63"
"01054144";"Viöl";"Gemeinden";"207,67";"202,00";"167,95";"236,34";"153,54";"366,88";"636,53";"785,22";"1.042,22"
"01054145";"Vollerwiek";"Gemeinden";"4,83";"67,63";"235,56";"117,39";"258,77";"517,77";"410,47";"298,69";"550,84"
"01054146";"Vollstedt";"Gemeinden";"15,62";"7,30";"170,73";"658,68";"731,71";"870,97";"2.527,12";"1.839,98";"3.777,57"
"01054148";"Welt";"Gemeinden";"37,21";"39,13";"21,01";"40,36";"41,28";"133,93";"392,52";"307,36";"541,95"
"01054149";"Wenningstedt-Braderup (Sylt)";"Gemeinden";"423,54";"391,91";"438,59";"390,94";"1.177,14";"1.550,32";"1.336,11";"1.636,05";"2.034,22"
"01054150";"Westerhever";"Gemeinden";"23,62";"32,79";"8,00";"46,15";"100,00";"51,72";"124,33";"19,78";"518,59"
"01054152";"Wester-Ohrstedt";"Gemeinden";"57,75";"102,16";"55,82";"83,94";"91,43";"369,86";"236,21";"414,05";"459,97"
"01054154";"Westre";"Gemeinden";"15,46";"23,87";"101,23";"12,63";"149,14";"788,20";"1.406,88";"1.488,39";"1.528,73"
"01054156";"Winnert";"Gemeinden";"25,04";"2,77";"18,72";"202,09";"178,57";"294,62";"455,78";"687,05";"818,88"
"01054157";"Wisch";"Gemeinden";"0,00";"0,00";"91,60";"44,44";"49,59";"472,73";"73,90";"432,10";"321,15"
"01054158";"Witsum";"Gemeinden";"18,52";"21,28";"23,26";"0,00";"1.183,67";"250,00";"102,71";"545,55";"914,24"
"01054159";"Wittbek";"Gemeinden";"25,68";"13,33";"13,56";"51,44";"160,69";"18,94";"113,92";"521,75";"541,80"
"01054160";"Wittdün auf Amrum";"Gemeinden";"314,40";"147,52";"175,56";"330,83";"276,15";"403,79";"449,51";"539,45";"1.091,13"
"01054161";"Witzwort";"Gemeinden";"28,86";"10,56";"47,27";"78,27";"164,97";"116,62";"108,24";"513,06";"169,13"
"01054162";"Wobbenbüll";"Gemeinden";"50,34";"4,40";"311,69";"214,74";"18,48";"26,26";"65,31";"249,66";"116,07"
"01054163";"Wrixum";"Gemeinden";"57,20";"0,00";"28,53";"62,22";"131,31";"104,62";"112,66";"345,08";"386,12"
"01054164";"Wyk auf Föhr, Stadt";"Gemeinden";"293,39";"215,44";"270,20";"258,28";"377,39";"643,21";"839,81";"862,57";"1.337,80"
"01054165";"Galmsbüll";"Gemeinden";"136,50";"109,94";"31,87";"273,93";"1.136,78";"3.937,30";"3.961,44";"5.172,44";"11.845,67"
"01054166";"Emmelsbüll-Horsbüll";"Gemeinden";"72,07";"125,69";"101,27";"175,47";"134,85";"1.019,35";"2.137,25";"2.154,52";"2.359,43"
"01054167";"Enge-Sande";"Gemeinden";"189,11";"178,57";"200,53";"115,55";"327,42";"409,42";"381,70";"1.092,57";"709,40"
"01054168";"Sylt";"Gemeinden";"404,09";"310,23";"330,58";"410,15";"694,18";"958,13";"1.254,76";"1.855,55";"2.209,01"
"01055001";"Ahrensbök";"Gemeinden";"68,70";"75,92";"33,63";"55,19";"89,72";"127,10";"161,57";"368,00";"391,81"
"01055002";"Altenkrempe";"Gemeinden";"14,68";"25,39";"29,80";"61,50";"-8,02";"67,16";"110,51";"399,49";"218,71"
"01055004";"Bad Schwartau, Stadt";"Gemeinden";"708,34";"244,08";"316,10";"369,29";"313,16";"305,96";"407,19";"803,68";"365,59"
"01055006";"Beschendorf";"Gemeinden";"114,07";"27,83";"1,89";"19,93";"64,91";"26,17";"609,93";"-205,23";"563,65"
"01055007";"Bosau";"Gemeinden";"44,70";"41,90";"24,23";"23,16";"23,50";"284,35";"691,80";"704,38";"1.201,73"
