Kennziffer;Raumeinheit;Aggregat;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo;Pendlersaldo
;;;1998;2002;2005;2009;2013;2017;2021;2023
"06434010";"Steinbach (Taunus), Stadt";"Gemeinden";"-177,76";"-239,91";"-200,44";"-200,00";"-168,02";"-150,33";"-129,38";"-138,06"
"06434011";"Usingen, Stadt";"Gemeinden";"-49,54";"-59,87";"-64,95";"-57,62";"-54,79";"-88,40";"-84,43";"-82,28"
"06434012";"Wehrheim";"Gemeinden";"-125,48";"-134,37";"-132,15";"-112,58";"-98,49";"-88,63";"-67,30";"-76,91"
"06434013";"Weilrod";"Gemeinden";"-137,80";"-156,17";"-215,53";"-350,91";"-279,18";"-247,61";"-243,31";"-262,50"
"06435001";"Bad Orb, Stadt";"Gemeinden";"-1,24";"-20,72";"-24,39";"-32,48";"-33,15";"-49,16";"-52,02";"-65,40"
"06435002";"Bad Soden-Salmünster, Stadt";"Gemeinden";"-7,76";"-2,92";"-3,60";"-14,35";"-22,53";"-8,73";"-17,70";"-26,99"
"06435003";"Biebergemünd";"Gemeinden";"-159,27";"-140,94";"-175,00";"-136,74";"-90,65";"-53,92";"-37,13";"-28,48"
"06435004";"Birstein";"Gemeinden";"-109,78";"-120,69";"-123,40";"-119,98";"-104,79";"-91,48";"-90,62";"-82,33"
"06435005";"Brachttal";"Gemeinden";"-156,41";"-152,48";"-204,41";"-255,12";"-314,08";"-283,52";"-258,32";"-254,50"
"06435006";"Bruchköbel, Stadt";"Gemeinden";"-183,49";"-158,25";"-181,41";"-158,68";"-138,43";"-118,67";"-109,24";"-110,91"
"06435007";"Erlensee, Stadt";"Gemeinden";"-130,97";"-160,72";"28,89";"12,08";"-14,43";"13,11";"26,52";"25,73"
"06435008";"Flörsbachtal";"Gemeinden";"-358,33";"-380,00";"-336,32";"-454,36";"-399,44";"-332,04";"-290,12";"-234,62"
"06435009";"Freigericht";"Gemeinden";"-175,45";"-185,71";"-196,89";"-213,74";"-180,91";"-122,57";"-131,76";"-131,38"
"06435010";"Gelnhausen, Barbarossastadt, Kreisstadt";"Gemeinden";"23,20";"27,52";"30,19";"32,65";"38,06";"36,81";"38,70";"35,59"
"06435011";"Großkrotzenburg";"Gemeinden";"-77,33";"-91,19";"-117,94";"-123,62";"-135,90";"-192,70";"-188,40";"-184,51"
"06435012";"Gründau";"Gemeinden";"-70,67";"-44,09";"-44,23";"-54,14";"-54,06";"-49,23";"-41,95";"-38,84"
"06435013";"Hammersbach";"Gemeinden";"-214,18";"-160,00";"-205,31";"-221,86";"-197,47";"-114,15";"-67,00";"-40,92"
"06435014";"Hanau, Brüder-Grimm-Stadt";"Gemeinden";"36,35";"35,59";"32,25";"29,77";"29,21";"24,88";"17,31";"12,91"
"06435015";"Hasselroth";"Gemeinden";"-205,20";"-205,80";"-199,66";"-234,31";"-274,47";"-206,66";"-179,65";"-168,69"
"06435016";"Jossgrund";"Gemeinden";"-157,66";"-220,99";"-208,73";"-199,29";"-184,68";"-165,71";"-125,81";"-117,77"
"06435017";"Langenselbold, Stadt";"Gemeinden";"-56,65";"-36,56";"-26,75";"-20,93";"-25,01";"8,02";"-7,77";"-7,15"
"06435018";"Linsengericht";"Gemeinden";"-176,93";"-145,20";"-156,25";"-142,80";"-17,56";"-17,42";"-12,68";"-12,02"
"06435019";"Maintal, Stadt";"Gemeinden";"-76,46";"-77,39";"-73,23";"-67,58";"-75,71";"-78,91";"-67,88";"-77,48"
"06435020";"Neuberg";"Gemeinden";"-378,48";"-462,17";"-432,94";"-391,51";"-360,00";"-305,04";"-392,79";"-367,45"
"06435021";"Nidderau, Stadt";"Gemeinden";"-181,59";"-203,18";"-203,78";"-177,32";"-178,64";"-155,60";"-152,11";"-148,04"
"06435022";"Niederdorfelden";"Gemeinden";"-41,48";"-44,53";"-23,96";"-49,62";"-30,86";"-37,77";"-36,66";"-30,36"
"06435023";"Rodenbach";"Gemeinden";"-184,86";"-192,32";"-221,80";"-206,80";"-193,59";"-208,49";"-92,85";"-76,02"
"06435024";"Ronneburg";"Gemeinden";"-355,76";"-373,98";"-359,54";"-404,53";"-354,77";"-317,99";"-260,60";"-232,80"
"06435025";"Schlüchtern, Stadt";"Gemeinden";"0,77";"-2,99";"-4,60";"-7,67";"-8,86";"-5,83";"1,27";"3,16"
"06435026";"Schöneck";"Gemeinden";"-180,70";"-200,00";"-208,47";"-241,83";"-233,31";"-212,26";"-184,32";"-174,89"
"06435027";"Sinntal";"Gemeinden";"-51,57";"-65,45";"-75,32";"-105,58";"-93,97";"-94,36";"-90,38";"-88,74"
"06435028";"Steinau an der Straße, Brüder-Grimm-Stadt";"Gemeinden";"-25,86";"-23,66";"-29,55";"-32,54";"-37,85";"-41,48";"-48,31";"-40,97"
"06435029";"Wächtersbach, Stadt";"Gemeinden";"-35,26";"-32,51";"-38,00";"-22,70";"-36,76";"-24,62";"-32,18";"-25,99"
"06435200";"Gutsbezirk Spessart, gemfr. Gebiet";"Gemeinden";"0,00";"0,00";"0,00";"0,00";;;;
"06436001";"Bad Soden am Taunus, Stadt";"Gemeinden";"-35,84";"-26,85";"-46,65";"-56,65";"-63,77";"-61,35";"-100,54";"-105,90"
"06436002";"Eppstein, Stadt";"Gemeinden";"-135,72";"-147,10";"-152,69";"-126,73";"-117,03";"-112,31";"-151,25";"-162,95"
"06436003";"Eschborn, Stadt";"Gemeinden";"68,26";"70,98";"70,16";"73,50";"73,14";"74,78";"75,50";"77,01"
"06436004";"Flörsheim am Main, Stadt";"Gemeinden";"-104,21";"-107,90";"-119,21";"-140,51";"-90,10";"-60,99";"-62,98";"-62,15"
"06436005";"Hattersheim am Main, Stadt";"Gemeinden";"-142,64";"-149,54";"-139,49";"-108,35";"-104,26";"-88,49";"-56,85";"-58,66"
"06436006";"Hochheim am Main, Stadt";"Gemeinden";"-72,90";"-63,51";"-77,42";"-76,87";"-88,18";"-75,06";"-78,29";"-76,07"
"06436007";"Hofheim am Taunus, Kreisstadt";"Gemeinden";"-12,05";"-14,36";"-11,27";"-17,81";"-19,24";"-7,42";"-6,42";"-7,05"
"06436008";"Kelkheim (Taunus), Stadt";"Gemeinden";"-83,61";"-100,58";"-91,33";"-107,74";"-103,16";"-106,81";"-101,64";"-97,22"
"06436009";"Kriftel";"Gemeinden";"-35,53";"-34,01";"-58,18";"-53,60";"-37,60";"-47,86";"-32,85";"-40,36"
"06436010";"Liederbach am Taunus";"Gemeinden";"-60,28";"-79,67";"-104,34";"-103,21";"-95,58";"-66,59";"-96,54";"-129,19"
"06436011";"Schwalbach am Taunus, Stadt";"Gemeinden";"21,73";"35,27";"30,21";"36,51";"44,32";"33,90";"36,23";"26,36"
"06436012";"Sulzbach (Taunus)";"Gemeinden";"48,06";"44,41";"19,20";"30,34";"43,39";"42,77";"39,92";"40,78"
"06437001";"Bad König, Stadt";"Gemeinden";"-37,06";"-39,63";"-33,13";"-37,26";"-30,32";"-29,81";"-40,64";"-47,65"
"06437003";"Brensbach";"Gemeinden";"-71,15";"-67,60";"-76,03";"-76,25";"-50,12";"-56,63";"-64,96";"-66,17"
"06437004";"Breuberg, Stadt";"Gemeinden";"41,96";"45,43";"41,10";"37,62";"33,12";"33,82";"30,83";"32,45"
"06437005";"Brombachtal";"Gemeinden";"-182,86";"-199,76";"-199,75";"-216,88";"-166,45";"-163,32";"-197,37";"-204,40"
"06437006";"Erbach, Kreisstadt";"Gemeinden";"19,95";"20,68";"16,99";"16,80";"17,89";"17,29";"21,16";"20,90"
"06437007";"Fränkisch-Crumbach";"Gemeinden";"-109,92";"-166,51";"-151,37";"-138,45";"-122,67";"-116,22";"-113,62";"-115,78"
"06437009";"Höchst i. Odw.";"Gemeinden";"-137,98";"-160,55";"-186,14";"-194,65";"-163,19";"-144,80";"-146,48";"-176,55"
"06437010";"Lützelbach";"Gemeinden";"-328,28";"-342,28";"-346,56";"-367,11";"-341,26";"-342,08";"-294,04";"-293,31"
"06437011";"Michelstadt, Stadt";"Gemeinden";"-7,41";"-17,36";"-13,35";"-18,25";"-8,83";"-10,60";"-8,16";"-14,41"
"06437012";"Mossautal";"Gemeinden";"-128,18";"-135,16";"-150,91";"-134,27";"-153,80";"-142,93";"-131,08";"-107,41"
"06437013";"Reichelsheim (Odenwald)";"Gemeinden";"-57,63";"-70,42";"-78,23";"-64,63";"-61,47";"-52,69";"-48,36";"-51,62"
"06437016";"Oberzent, Stadt";"Gemeinden";"-91,18";"-109,41";"-111,88";"-124,74";"-122,16";"-115,97";"-124,67";"-120,19"
"06438001";"Dietzenbach, Kreisstadt";"Gemeinden";"-9,91";"-6,30";"-1,05";"6,08";"14,50";"2,99";"6,74";"6,01"
"06438002";"Dreieich, Stadt";"Gemeinden";"10,73";"9,68";"6,61";"0,67";"-5,99";"-3,16";"0,08";"3,23"
"06438003";"Egelsbach";"Gemeinden";"-7,88";"7,29";"-2,05";"-12,88";"-22,63";"-17,30";"-16,03";"-14,13"
"06438004";"Hainburg";"Gemeinden";"-113,09";"-125,85";"-135,70";"-144,81";"-120,21";"-141,15";"-140,02";"-151,65"
"06438005";"Heusenstamm, Stadt";"Gemeinden";"-26,45";"-47,81";"-21,65";"-33,95";"-25,42";"-9,12";"-31,68";"-27,78"
"06438006";"Langen (Hessen), Stadt";"Gemeinden";"-10,17";"9,80";"9,89";"7,12";"0,18";"-3,74";"0,96";"0,11"
"06438007";"Mainhausen";"Gemeinden";"6,73";"-3,37";"-7,30";"-14,02";"-20,92";"-69,39";"-74,22";"-66,35"
"06438008";"Mühlheim am Main, Stadt";"Gemeinden";"-48,49";"-97,66";"-112,34";"-129,65";"-107,96";"-108,18";"-99,82";"-108,46"
"06438009";"Neu-Isenburg, Stadt";"Gemeinden";"30,67";"38,58";"40,35";"40,36";"41,73";"48,30";"47,12";"51,58"
"06438010";"Obertshausen, Stadt";"Gemeinden";"-33,21";"-52,35";"-43,97";"-42,32";"-36,34";"-22,24";"-23,02";"-27,09"
"06438011";"Rodgau, Stadt";"Gemeinden";"-81,45";"-73,30";"-89,31";"-86,76";"-83,59";"-83,13";"-72,02";"-76,93"
"06438012";"Rödermark, Stadt";"Gemeinden";"-49,34";"-55,29";"-61,91";"-68,34";"-65,78";"-64,58";"-60,71";"-59,45"
"06438013";"Seligenstadt, Einhardstadt";"Gemeinden";"-37,54";"-42,44";"-52,47";"-53,54";"-60,27";"-46,80";"-45,87";"-44,13"
"06439001";"Aarbergen";"Gemeinden";"-52,08";"-76,57";"-95,84";"-105,23";"-86,57";"-99,83";"-104,30";"-118,81"
"06439002";"Bad Schwalbach, Kreisstadt";"Gemeinden";"-15,80";"-4,29";"-10,01";"-12,30";"-10,75";"-15,51";"-20,85";"-19,89"
"06439003";"Eltville am Rhein, Stadt";"Gemeinden";"-6,14";"-15,49";"-12,88";"-18,82";"-15,75";"-14,55";"-5,29";"1,14"
"06439004";"Geisenheim, Hochschulstadt";"Gemeinden";"-47,26";"-31,21";"-33,40";"-56,36";"-38,00";"-32,80";"-31,02";"-24,17"
"06439005";"Heidenrod";"Gemeinden";"-369,78";"-286,27";"-330,83";"-292,61";"-292,52";"-231,83";"-195,17";"-200,47"
"06439006";"Hohenstein";"Gemeinden";"-259,04";"-237,19";"-240,69";"-263,72";"-284,04";"-243,99";"-236,44";"-278,36"
"06439007";"Hünstetten";"Gemeinden";"-313,08";"-343,11";"-365,90";"-334,62";"-297,73";"-251,34";"-197,13";"-188,01"
"06439008";"Idstein, Hochschulstadt";"Gemeinden";"-36,75";"-34,90";"-36,02";"-29,21";"-35,44";"-18,25";"-28,12";"-30,64"
"06439009";"Kiedrich";"Gemeinden";"52,91";"-20,18";"-134,56";"-68,79";"-25,55";"-82,89";"-81,97";"-130,46"
"06439010";"Lorch, Stadt";"Gemeinden";"-63,70";"-70,02";"-72,03";"-77,56";"-71,30";"-69,85";"-94,67";"-96,75"
"06439011";"Niedernhausen";"Gemeinden";"-176,11";"-278,17";"-302,69";"-312,29";"-303,89";"-255,23";"-250,69";"-237,15"
"06439012";"Oestrich-Winkel, Stadt";"Gemeinden";"-113,02";"-117,24";"-129,59";"-110,19";"-136,29";"-143,01";"-154,81";"-151,92"
"06439013";"Rüdesheim am Rhein, Stadt";"Gemeinden";"-8,15";"-1,15";"-1,26";"-10,41";"-7,28";"4,97";"-5,55";"-7,17"
"06439014";"Schlangenbad";"Gemeinden";"-172,58";"-149,67";"-155,66";"-161,22";"-190,07";"-141,12";"-136,35";"-123,67"
"06439015";"Taunusstein, Stadt";"Gemeinden";"-45,60";"-40,39";"-48,32";"-44,53";"-46,46";"-35,12";"-45,06";"-48,97"
"06439016";"Waldems";"Gemeinden";"-475,88";"-294,73";"-366,34";"-369,47";"-331,84";"-233,61";"-211,18";"-199,01"
"06439017";"Walluf";"Gemeinden";"-41,66";"-41,10";"-17,02";"2,80";"6,47";"8,89";"16,74";"18,67"
"06440001";"Altenstadt";"Gemeinden";"-106,27";"-94,11";"-86,14";"-58,69";"-50,90";"-49,97";"-49,12";"-51,19"
"06440002";"Bad Nauheim, Stadt";"Gemeinden";"-2,71";"-2,33";"3,84";"-1,95";"0,40";"1,49";"-0,81";"-4,73"
"06440003";"Bad Vilbel, Stadt";"Gemeinden";"-37,48";"-10,71";"-14,47";"-23,94";"-28,20";"-25,80";"-28,51";"-26,92"
"06440004";"Büdingen, Stadt";"Gemeinden";"-17,13";"-13,45";"-21,91";"-29,39";"-41,69";"-23,83";"-39,12";"-41,26"
"06440005";"Butzbach, Friedrich-Ludwig-Weidig-Stadt";"Gemeinden";"-29,07";"-42,96";"-45,56";"-55,68";"-44,95";"-52,31";"-40,52";"-37,28"
"06440006";"Echzell";"Gemeinden";"-135,59";"-140,29";"-106,51";"-89,87";"-120,81";"-112,12";"-89,67";"-109,39"
"06440007";"Florstadt, Stadt";"Gemeinden";"-221,74";"-206,86";"-225,47";"-200,19";"-199,26";"-168,32";"-113,00";"-81,70"
"06440008";"Friedberg (Hessen), Kreisstadt";"Gemeinden";"19,77";"18,99";"20,68";"19,59";"13,18";"5,70";"4,88";"1,27"
"06440009";"Gedern, Stadt";"Gemeinden";"-60,59";"-84,47";"-79,32";"-81,45";"-80,98";"-80,21";"-73,37";"-87,16"
"06440010";"Glauburg";"Gemeinden";"-130,44";"-122,81";"-103,35";"-123,03";"-115,66";"-150,86";"-132,01";"-143,55"
"06440011";"Hirzenhain";"Gemeinden";"-66,21";"-70,47";"-78,03";"-120,23";"-82,82";"-98,71";"-105,20";"-90,79"
"06440012";"Karben, Stadt";"Gemeinden";"-16,93";"1,22";"-4,73";"-9,83";"-13,64";"-15,17";"-17,99";"-24,64"
"06440013";"Kefenrod";"Gemeinden";"-246,47";"-231,76";"-197,89";"-125,52";"-129,05";"-116,70";"-112,57";"-105,98"
"06440014";"Limeshain";"Gemeinden";"-311,82";"-252,08";"-233,78";"-198,32";"-192,55";"-156,47";"-105,88";"-153,25"
"06440015";"Münzenberg, Stadt";"Gemeinden";"-216,72";"-202,08";"-208,96";"-228,76";"-218,67";"-182,06";"-149,32";"-144,84"
"06440016";"Nidda, Stadt";"Gemeinden";"-18,98";"-17,58";"-20,77";"-20,58";"-20,83";"-10,03";"-13,42";"-14,22"
"06440017";"Niddatal, Stadt";"Gemeinden";"-431,70";"-365,82";"-338,46";"-416,05";"-370,37";"-367,30";"-329,69";"-290,99"
"06440018";"Ober-Mörlen";"Gemeinden";"-117,28";"-83,47";"-88,49";"-97,40";"-75,29";"-66,39";"-76,73";"-78,97"
"06440019";"Ortenberg, Stadt";"Gemeinden";"-110,38";"-113,17";"-138,88";"-108,03";"-102,91";"-118,07";"-128,55";"-129,90"
"06440020";"Ranstadt";"Gemeinden";"-66,94";"-49,56";"-67,49";"-85,40";"-84,60";"-97,41";"-80,05";"-78,82"
"06440021";"Reichelsheim (Wetterau), Stadt";"Gemeinden";"-127,62";"-140,92";"-219,33";"-218,67";"-190,12";"-195,01";"-154,98";"-156,46"
"06440022";"Rockenberg";"Gemeinden";"-220,33";"-197,13";"-176,31";"-237,39";"-174,61";"-152,12";"-175,35";"-172,91"
"06440023";"Rosbach v. d. Höhe, Stadt";"Gemeinden";"10,63";"-2,01";"-7,51";"-39,72";"-3,39";"-19,57";"-15,05";"-18,72"
"06440024";"Wölfersheim";"Gemeinden";"-184,98";"-199,91";"-151,83";"-70,72";"-81,88";"-63,83";"-47,60";"-42,92"
"06440025";"Wöllstadt";"Gemeinden";"-513,93";"-448,46";"-420,04";"-332,60";"-308,87";"-316,43";"-341,90";"-341,78"
"06531001";"Allendorf (Lumda), Stadt";"Gemeinden";"-242,96";"-241,24";"-317,89";"-293,39";"-253,76";"-286,03";"-290,44";"-287,17"
"06531002";"Biebertal";"Gemeinden";"-224,98";"-201,31";"-195,22";"-187,97";"-180,03";"-198,86";"-192,70";"-188,34"
"06531003";"Buseck";"Gemeinden";"-55,64";"-56,45";"-58,76";"-51,88";"-49,78";"-43,51";"-54,87";"-56,24"
"06531004";"Fernwald";"Gemeinden";"-10,76";"-5,57";"-8,17";"-12,78";"-14,69";"-15,46";"-5,38";"-0,61"
"06531005";"Gießen, Universitätsstadt";"Gemeinden";"53,67";"50,20";"52,17";"49,86";"45,77";"40,47";"37,82";"36,18"
"06531006";"Grünberg, Stadt";"Gemeinden";"-50,51";"-60,21";"-72,34";"-72,59";"-63,96";"-59,03";"-57,11";"-46,30"
"06531007";"Heuchelheim a. d. Lahn";"Gemeinden";"25,03";"26,88";"30,34";"30,83";"36,95";"34,79";"27,30";"27,59"
"06531008";"Hungen, Stadt";"Gemeinden";"-36,14";"-32,46";"-42,81";"-16,92";"-57,97";"-54,83";"-50,90";"-47,32"
"06531009";"Langgöns";"Gemeinden";"-75,90";"-43,01";"-50,63";"-40,69";"-31,67";"-20,22";"-8,28";"-7,54"
"06531010";"Laubach, Stadt";"Gemeinden";"-64,36";"-75,45";"-79,88";"-61,47";"-52,31";"-54,98";"-53,28";"-50,45"
"06531011";"Lich, Stadt";"Gemeinden";"-62,34";"-54,36";"-37,17";"-40,38";"-42,69";"-45,86";"-30,15";"-32,83"
"06531012";"Linden, Stadt";"Gemeinden";"-31,50";"-1,84";"-0,60";"-5,68";"-34,93";"-41,38";"-26,11";"-39,99"
"06531013";"Lollar, Stadt";"Gemeinden";"6,51";"-2,95";"3,71";"-4,79";"0,80";"4,91";"-4,30";"-3,98"
"06531014";"Pohlheim, Stadt";"Gemeinden";"-98,37";"-122,62";"-117,80";"-116,74";"-67,93";"-51,51";"-51,26";"-55,93"
"06531015";"Rabenau";"Gemeinden";"-250,00";"-264,49";"-316,26";"-337,18";"-323,33";"-307,29";"-291,94";"-303,54"
"06531016";"Reiskirchen";"Gemeinden";"-45,09";"-54,40";"-49,41";"-54,40";"-44,27";"-34,65";"-30,64";"-21,53"
"06531017";"Staufenberg, Stadt";"Gemeinden";"-240,52";"-208,98";"-238,05";"-212,05";"-215,38";"-174,45";"-166,93";"-172,02"
"06531018";"Wettenberg";"Gemeinden";"-80,22";"-61,63";"-62,40";"-27,24";"-24,90";"-15,06";"-23,30";"-17,69"
"06532001";"Aßlar, Stadt";"Gemeinden";"-21,41";"-20,14";"-20,09";"-21,43";"-19,94";"-11,44";"-10,04";"-7,76"
"06532002";"Bischoffen";"Gemeinden";"-169,07";"-129,96";"-115,21";"-109,19";"-100,00";"-85,71";"-80,28";"-79,53"
"06532003";"Braunfels, Stadt";"Gemeinden";"-105,47";"-128,22";"-137,27";"-140,51";"-68,76";"-65,39";"-105,45";"-95,84"
"06532004";"Breitscheid";"Gemeinden";"-65,36";"-74,17";"-77,89";"-78,79";"-83,35";"-92,80";"-88,91";"-95,11"
"06532005";"Dietzhölztal";"Gemeinden";"10,97";"14,42";"4,56";"3,56";"3,46";"-11,70";"-3,63";"-7,70"
"06532006";"Dillenburg, Oranienstadt";"Gemeinden";"20,80";"20,21";"22,42";"18,36";"23,46";"26,26";"25,75";"24,04"
"06532007";"Driedorf";"Gemeinden";"-11,55";"-7,07";"-4,66";"-2,12";"-4,60";"-7,29";"-36,49";"-43,13"
"06532008";"Ehringshausen";"Gemeinden";"-9,81";"-4,05";"-4,20";"-11,65";"-16,79";"-28,89";"-45,09";"-41,56"
"06532009";"Eschenburg";"Gemeinden";"-23,84";"-31,86";"-29,64";"-37,57";"-45,37";"-54,18";"-58,96";"-49,31"
"06532010";"Greifenstein";"Gemeinden";"-142,09";"-140,45";"-140,16";"-125,44";"-126,05";"-131,77";"-153,33";"-195,26"
"06532011";"Haiger, Stadt";"Gemeinden";"8,94";"16,17";"18,31";"21,51";"17,24";"16,28";"25,83";"24,76"
"06532012";"Herborn, Stadt";"Gemeinden";"21,98";"20,19";"19,29";"25,65";"29,81";"30,61";"26,96";"25,28"
"06532013";"Hohenahr";"Gemeinden";"-194,35";"-228,98";"-230,00";"-229,67";"-205,86";"-164,84";"-185,76";"-171,29"
"06532014";"Hüttenberg";"Gemeinden";"-157,22";"-171,26";"-203,79";"-155,56";"-117,79";"-124,49";"-103,42";"-108,23"
"06532015";"Lahnau";"Gemeinden";"-96,53";"-88,52";"-81,18";"-50,91";"-25,41";"-22,22";"-17,34";"-5,75"
"06532016";"Leun, Stadt";"Gemeinden";"-163,11";"-147,05";"-141,55";"-147,06";"-163,46";"-152,95";"-136,74";"-137,81"
"06532017";"Mittenaar";"Gemeinden";"-71,91";"-104,61";"-106,86";"-122,72";"-97,73";"-112,17";"-92,62";"-78,85"
"06532018";"Schöffengrund";"Gemeinden";"-159,02";"-219,16";"-294,81";"-307,14";"-291,38";"-261,24";"-223,64";"-206,31"
"06532019";"Siegbach";"Gemeinden";"-319,52";"-418,48";"-481,32";"-677,30";"-706,57";"-708,76";"-523,70";"-507,60"
"06532020";"Sinn";"Gemeinden";"-29,96";"-24,83";"-37,95";"-40,62";"-47,03";"-59,74";"-52,81";"-63,51"
"06532021";"Solms, Stadt";"Gemeinden";"-55,38";"-64,53";"-73,06";"-75,62";"-70,25";"-129,79";"-94,26";"-85,63"
"06532022";"Waldsolms";"Gemeinden";"-201,39";"-217,94";"-220,37";"-234,72";"-240,37";"-282,14";"-264,80";"-308,06"
"06532023";"Wetzlar, Stadt";"Gemeinden";"34,19";"36,09";"38,37";"38,20";"36,53";"35,42";"35,76";"34,82"
"06533001";"Beselich";"Gemeinden";"-200,86";"-185,40";"-152,56";"-139,95";"-153,76";"-134,59";"-61,79";"-104,31"
"06533002";"Brechen";"Gemeinden";"-218,13";"-227,27";"-247,28";"-220,41";"-216,92";"-136,54";"-137,82";"-157,56"
"06533003";"Bad Camberg, Stadt";"Gemeinden";"-44,75";"-43,02";"-46,74";"-55,01";"-46,78";"-40,73";"-32,64";"-37,80"
"06533004";"Dornburg";"Gemeinden";"-83,56";"-77,65";"-96,58";"-94,78";"-88,75";"-86,91";"-69,67";"-83,58"
"06533005";"Elbtal";"Gemeinden";"-314,45";"-360,38";"-362,58";"-218,37";"-340,00";"-262,24";"-224,48";"-244,57"
"06533006";"Elz";"Gemeinden";"-22,35";"-28,06";"-19,47";"-33,07";"-39,43";"-44,57";"-59,03";"-50,91"
"06533007";"Hadamar, Stadt";"Gemeinden";"-66,20";"-62,02";"-57,18";"-81,65";"-64,35";"-72,43";"-69,07";"-67,81"
"06533008";"Hünfelden";"Gemeinden";"-262,22";"-262,66";"-290,91";"-281,94";"-252,35";"-252,62";"-249,96";"-238,40"
"06533009";"Limburg a. d. Lahn, Kreisstadt";"Gemeinden";"42,96";"41,16";"43,34";"46,07";"48,49";"49,30";"46,99";"47,25"
"06533010";"Löhnberg";"Gemeinden";"-45,10";"-71,71";"-73,38";"-81,36";"-101,54";"-91,12";"-90,61";"-91,77"
"06533011";"Mengerskirchen, Marktflecken";"Gemeinden";"-91,38";"-94,01";"-85,10";"-104,96";"-80,25";"-64,83";"-56,87";"-55,79"
"06533012";"Merenberg, Marktflecken";"Gemeinden";"-16,31";"-32,13";"-48,45";"-70,42";"-59,87";"-52,68";"-27,13";"-30,00"
"06533013";"Runkel, Stadt";"Gemeinden";"-122,24";"-131,11";"-141,25";"-137,91";"-131,47";"-115,87";"-99,03";"-103,81"
"06533014";"Selters (Taunus)";"Gemeinden";"-410,11";"-409,11";"-413,40";"-376,13";"-346,10";"-325,20";"-298,84";"-297,00"
"06533015";"Villmar, Marktflecken";"Gemeinden";"-188,62";"-260,46";"-252,74";"-219,95";"-198,52";"-176,74";"-205,50";"-207,37"
"06533016";"Waldbrunn (Westerwald)";"Gemeinden";"-171,30";"-222,46";"-248,79";"-234,25";"-196,94";"-184,26";"-202,72";"-186,19"
"06533017";"Weilburg, Stadt";"Gemeinden";"13,16";"17,78";"22,05";"28,63";"9,85";"8,45";"13,14";"14,40"
"06533018";"Weilmünster, Marktflecken";"Gemeinden";"-29,19";"-33,36";"-34,25";"-42,86";"-43,58";"-62,05";"-64,01";"-64,38"
"06533019";"Weinbach";"Gemeinden";"-237,27";"-274,09";"-276,19";"-317,74";"-347,09";"-351,77";"-324,37";"-332,73"
"06534001";"Amöneburg, Stadt";"Gemeinden";"-366,99";"-380,60";"-385,21";"-393,55";"-383,53";"-359,75";"-318,76";"-304,45"
"06534002";"Angelburg";"Gemeinden";"-132,86";"-108,84";"-110,56";"-178,26";"-213,63";"-138,75";"-175,57";"-189,15"
"06534003";"Bad Endbach";"Gemeinden";"-117,46";"-133,91";"-147,31";"-149,60";"-152,04";"-161,73";"-153,40";"-149,28"
"06534004";"Biedenkopf, Stadt";"Gemeinden";"19,56";"18,47";"21,17";"18,93";"21,63";"21,75";"19,27";"15,16"
"06534005";"Breidenbach";"Gemeinden";"12,89";"7,05";"6,24";"7,86";"15,75";"18,19";"16,79";"15,79"
"06534006";"Cölbe";"Gemeinden";"-54,14";"-55,75";"-63,41";"-66,35";"-47,81";"-83,71";"-72,84";"-70,03"
"06534007";"Dautphetal";"Gemeinden";"-35,14";"-32,25";"-33,42";"-30,17";"-16,95";"-24,51";"-50,78";"-50,80"
"06534008";"Ebsdorfergrund";"Gemeinden";"-210,42";"-234,10";"-231,19";"-251,26";"-216,94";"-181,70";"-175,86";"-162,43"
"06534009";"Fronhausen";"Gemeinden";"-199,36";"-225,95";"-251,83";"-249,08";"-115,60";"-97,28";"-91,31";"-72,15"
"06534010";"Gladenbach, Stadt";"Gemeinden";"-30,32";"-31,04";"-38,20";"-48,59";"-52,54";"-55,10";"-48,33";"-53,50"
"06534011";"Kirchhain, Stadt";"Gemeinden";"-74,58";"-88,71";"-93,22";"-99,00";"-94,35";"-87,98";"-75,80";"-77,09"
"06534012";"Lahntal";"Gemeinden";"-152,27";"-155,57";"-190,94";"-230,12";"-195,44";"-171,71";"-123,00";"-127,73"
"06534013";"Lohra";"Gemeinden";"-195,08";"-217,53";"-194,40";"-213,75";"-182,17";"-141,33";"-138,43";"-107,06"
"06534014";"Marburg, Universitätsstadt";"Gemeinden";"41,21";"41,58";"44,51";"45,78";"43,45";"41,93";"40,29";"40,48"
"06534015";"Münchhausen";"Gemeinden";"-209,40";"-255,34";"-253,08";"-246,41";"-221,52";"-229,36";"-229,31";"-275,73"
"06534016";"Neustadt (Hessen), Stadt";"Gemeinden";"-194,74";"-210,40";"-206,30";"-208,29";"-223,64";"-241,43";"-269,14";"-243,77"
"06534017";"Rauschenberg, Stadt";"Gemeinden";"-198,17";"-178,63";"-205,81";"-222,27";"-233,33";"-228,19";"-247,80";"-262,25"
"06534018";"Stadtallendorf, Stadt";"Gemeinden";"29,86";"31,32";"34,47";"38,23";"40,87";"41,75";"40,23";"42,50"
"06534019";"Steffenberg";"Gemeinden";"-100,14";"-93,77";"-65,73";"-60,66";"-80,50";"-66,24";"-51,01";"-53,24"
